objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,dest_zona,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,campo,tip_operac,tip_serv,dias_oper,comp_sitp,tip_hor,tipo_oper,ruta_rural,globalid,horas_servicio,cluster_riesgo
3032,ENG,466,Sabana Del Dorado - Chico Norte,Chico Norte,Sabana Del Dorado,Engativa,31/08/2020,10,1,19.40902619,Gmovil - E,2880.0,466-2,1.0,5,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{4350BEF0-2E16-4681-91F1-C734BF998555},19.0,2
3033,41,GK43,K43C,San Mateo - Cc Unisur,Cad,Neutra,-,21,16,16.11490875,No Aplica,,K43C,6.0,9,04:00 - 09:00,0,0,1,2.0,,1,1,1.0,,3,1,,{436506ED-663C-4B62-8CDD-916AE65CF260},5.0,3
3034,ALI,7-1,Uribe Uribe,Calle 40 Sur,Uribe Uribe,Alimentadora,5/08/2024,18,18,5.77575444,E-Somos Alimentacion,2928.0,7-1-2a,12.0,12,04:10:00 - 10:00:00,04:10:00 - 10:00:00,04:10:00 - 10:00:00,,4.0,,2,4,3.0,,4,2,,{437D59AE-EE03-4504-A58F-E178CAE6BEF4},0.0,3
3035,NOR,P49,Villa Gladys - Terminal Norte,Villa Gladys,Terminal Norte,Norte,6/09/2021,10,1,30.14162106,Consorcio Express N,4195.0,P49-1,1.0,5,03:00-22:30,03:00-22:30,03:00-22:30,1,4.0,,2,3,3.0,,1,2,,{43E314BB-6899-4D07-90F4-B1539333E590},19.5,2
3036,GGG,GA518,Chapinero - Potreritos,Potreritos,Chapinero,Bosa,10/05/2021,7,13,28.23526983,Etib - Bo,4423.0,G518-2,0.0,9,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{442FE7EE-422D-46FA-8926-A60456108386},19.0,2
3037,GGG,GA506,Catalina Ii - Galerias,Galerias,Catalina Ii,Bosa,2/09/2024,8,13,22.78069261,Etib - Bo,4183.0,G506-2,0.0,9,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{44512943-E97D-49EB-90B5-01DEF7BE00D5},17.0,2
3038,HHH,HA720,Ciudadela Usme - 7 De Agosto,7 De Agosto,Ciudadela Usme,Usme/ Ciudad Bolivar,23/10/2023,5,12,27.79842552,Mueve Usme,4206.0,H720-2,0.0,12,03:30-22:00,03:30-22:00,03:30-22:00,1,3.0,,2,3,3.0,,1,2,,{451991CB-525C-4E92-A82E-EC6A2EABE4C6},18.5,2
3039,SAL,Z4B,Est. Terminal - Terminal Salitre,Terminal Norte,Terminal Salitre,Salitre,25/11/2019,1,9,24.97888569,Consorcio Express N,3258.0,Z4B-2,6.0,1,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{454C4BBB-086C-4AF1-BF50-6864BDD360E4},18.0,2
3040,HHH,HH639,Arborizadora Alta - Villa Mayor,Arborizadora Alta,Villa Mayor,Usme/ Ciudad Bolivar,19/12/2022,19,15,10.94120299,Suma - Bc,4259.0,H639-1,10.0,11,04:00-21:30,04:00-21:30,04:00-21:30,1,4.0,,2,3,3.0,,1,2,,{45576D80-ADEF-4CC1-86F3-F8391388912E},17.5,1
3041,ALI,10-3C,Alameda,Portal Sur,Alameda,Alimentadora,-,7,7,8.58495768,Etib - Bo,3131.0,10-3C,9.0,9,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{4566E882-61A6-41AB-97F0-303D0183E788},0.0,3
3042,AAA,DA215,Bachue - Germania,Bachue,Germania,Neutra,20/11/2023,10,3,44.64168216,Este Es Mi Bus - C80,4476.0,DA215-3,0.0,4,04:00 - 22:00,04:00 - 22:00,04:00 - 22:00,1,3.0,,2,3,3.0,,1,2,,{458A03EB-9A67-44BB-9157-FE5CCECAB0A0},18.0,0
3043,SUB,94,Bosa San Diego - Suba Corpas,Bosa San Diego,Suba Corpas,Suba,29/08/2015,7,11,28.26768445,Etib - Bo,3221.0,94-1,3.0,9,02:45-21:45,02:45-21:45,02:45-21:45,1,3.0,,2,3,3.0,,1,2,,{45EB73B8-0E4F-4AB7-9F81-3A18B6E305E4},19.0,2
3044,FFF,FF425,Circular Timiza,Banderas,Timiza,Americas,19/12/2022,8,8,6.18034678,Masivo Capital - Ke,4261.0,FF425-3,9.0,8,04:30:00 - 09:00:00  16:00:00 - 21:00:00,04:30:00 - 09:00:00  16:00:00 - 21:00:00,04:30:00 - 09:00:00  16:00:00 - 21:00:00,1,3.0,,2,3,3.0,,1,2,,{46C5A2CD-4FAE-4520-B6E7-15D82264E40A},0.0,3
3045,LLL,GL519,Olarte - Los Laches,Olarte,Los Laches,San Cristobal,28/06/2021,7,3,23.32308853,Etib - Bo,3788.0,L519-1,13.0,9,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{475101F3-F015-4C42-835D-30796C7B4E13},17.0,2
3046,10,BD10,B10,Portal 80,Portal Norte,Usaquen,-,10,1,17.43086066,No Aplica,,B10,1.0,4,04:30 - 21:30,05:30 - 21:30,06:30 - 20:00,1,2.0,,1,1,3.0,,1,1,,{4854F26B-BAC4-4C7A-A7B2-8410533D56BA},17.0,2
3047,AAA,GA522,Metrovivienda - Germania,Metrovivienda,Germania,Neutra,6/09/2021,7,3,25.31080321,Masivo Capital - Ke,3922.0,A522-1,0.0,9,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{4857629D-5809-4006-8A4C-DEE8C5771057},17.0,2
3048,FFF,FG414,Villa Alexandra - Hospital Kennedy,Villa Alexandra,Hospital Kennedy,Americas,17/08/2021,8,8,13.65046049,Masivo Capital - Ke,3995.0,FG414-3,8.0,8,05:00-20:00,05:00-20:00,05:00-20:00,1,5.0,,2,3,3.0,,1,2,,{486735FD-5D1E-4CA9-9AF2-7AAF074EDC7D},15.0,1
3049,FFF,GF512,Parques De Bogota - Portal Americas,Parques De Bogota,Portal Americas,Americas,23/03/2021,7,8,6.06192475,Masivo Capital - Ke,4418.0,F512-1,8.0,9,03:40-23:45,03:40-23:45,03:40-23:45,1,4.0,,2,3,3.0,,1,2,,{48E53208-A677-401C-85C0-45C943BDD7AE},20.08,1
3050,BBB,BK904,La Estrellita - Salitre El Greco,Salitre El Greco,La Estrellita,Usaquen,8/08/2023,1,9,22.88674307,Consorcio Express N,3865.0,B904-2,6.0,1,04:00-22:00,04:00-22:00,04:00-22:00,1,5.0,,2,3,3.0,,1,2,,{492BBA79-165C-44AE-8BBC-159A602DB08B},18.0,2
3051,GGG,GG524,Parques De Bogota - Portal Sur,Parques De Bogota,Portal Sur,Bosa,27/02/2023,7,7,18.2299029,Etib - Bo,4425.0,G524-3,9.0,9,04:00:00 - 23:00:00,04:00:00 - 23:00:00,04:00:00 - 23:00:00,1,4.0,,2,3,3.0,,1,2,,{4957591F-E6C9-46FB-9A92-F3C9AAEB281B},0.0,3
3052,95,AF61,F61,Calle 72,Portal Américas,Americas,-,2,8,19.12542766,No Aplica,,F61,8.0,0,15:00 - 20:00,0,0,1,2.0,,1,1,1.0,,4,1,,{495A38EF-AA84-4112-A6E7-7FFCA00FDA0C},5.0,3
3053,CEN,99,Bosa San Jose - Germania,Bosa San Jose,Germania,Centro,27/07/2020,7,3,47.1248921,Etib - Bo,3438.0,99-3,0.0,9,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{49B13449-647A-4401-95C2-6409FAF506D0},19.0,0
3054,67,DH20,H20,Portal 80,Portal Usme,Usme/ Ciudad Bolivar,-,10,5,26.06301586,No Aplica,,H20,12.0,4,04:30 - 22:00,05:00 - 20:00,0,1,2.0,,1,1,2.0,,1,1,,{49BD5485-D89D-448B-A1D6-83CFFE16BA28},17.5,2
3055,BBB,CG157,Suba Corpas - El Recreo,Suba Corpas,El Recreo,Bosa,19/10/2021,11,7,26.51415795,Masivo Capital - Ke,4372.0,G157-2,8.0,3,04:00-20:00,04:00-20:00,04:00-20:00,1,3.0,,2,3,3.0,,1,2,,{49C671BA-35C8-469A-BE35-5DE50E419FF4},16.0,2
3056,ALI,16-9,Fontibon Centro,Portal El Dorado,Fontibon Centro,Alimentadora,5/06/2023,9,9,8.56688628,Gran Americas Fontibon I,3634.0,16-9a,6.0,6,04:30:00 - 24:20:00,04:30:00 - 24:20:00,-,1,3.0,,2,4,2.0,,1,2,,{4A2C87E5-D8B7-45E6-B623-5B83119B06FF},0.0,3
3057,BBB,GA503,San Bernardino - Est. Calle 100,Est. Calle 100,San Bernardino,Bosa,13/07/2020,7,11,28.483907,Etib - Bo,4416.0,G503-2,2.0,9,03:00-23:00,03:00-23:00,03:00-23:00,1,4.0,,2,3,3.0,,1,2,,{4AB49AF1-1C98-4BD8-99E1-65ECA2E8F865},20.0,2
3058,SCR,N16,Gaviotas - Est. 1Ro Mayo,Gaviotas,Av 1 Mayo,San Cristobal,4/06/2019,4,4,7.24430303,Consorcio Express S,,N16-2,13.0,13,03:50-08:00,03:50-08:00,03:50-08:00,1,,,2,3,3.0,,3,2,,{4B2DC6E3-AF4B-41BD-8666-100A7F71F8F3},4.17,3
3059,GGG,G528,Est. Venecia,Est. Venecia,Boita,Bosa,20/06/2023,7,8,6.66129316,Etib - Bo,4171.0,G528-3,9.0,9,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{4B32376B-5B95-48C2-9847-692356312C14},18.0,1
3060,NOR,634,Bosa San Jose - Calle 153,Bosa San Jose,Calle 153,Norte,24/02/2020,7,1,32.57146923,Etib - Bo,3381.0,634-1,1.0,9,03:30-23:00,03:30-23:00,03:30-23:00,1,3.0,,2,3,3.0,,1,2,,{4B7A6757-B9EB-4B51-B35D-01C3EF889842},19.5,0
3061,USA,T795,Corpas - Estacion Calle 100,Corpas,Estacion Calle 100,Usaquen,7/09/2020,11,12,26.95857256,Consorcio Express N,3775.0,T795-3,0.0,3,04:00-22:30,04:00-22:30,04:00-22:30,1,3.0,,2,3,3.0,,1,2,,{4BBC34AB-7366-478D-BC55-A58010E6E65A},18.5,2
3062,USA,19-1,Estacion Alcala,Alcala,Ak 7,Usaquen,-,1,1,6.36459249,Consorcio Express N,3243.0,19-1,1.0,1,05:00-22:00,05:00-22:00,05:00-22:00,1,3.0,,2,3,3.0,,1,2,,{4BC7A55C-A15D-4E0E-B593-C95BE46AF841},17.0,1
3063,LLL,KL328,Puerta De Teja - Est. Av 1 Mayo,Est. Av 1 De Mayo,Puerta De Teja,San Cristobal,15/01/2023,9,15,26.9059834,ZMO Fontibon III,4107.0,K328-1,13.0,6,03:30-23:30,03:30-23:30,03:30-23:30,1,3.0,,2,3,3.0,,1,2,,{4C0342D7-0F42-46F7-AAD3-26AD357266F1},20.0,2
3064,HHH,HH604,Sierra Morena - Est. Gral Santander,Sierra Morena,Est. Gral Santander,Usme/ Ciudad Bolivar,5/11/2024,19,15,9.8439757,Etib - Bo,4481.0,H604-1,10.0,10,04:00:00 - 23:00:00,04:00:00 - 23:00:00,04:00:00 - 23:00:00,,4.0,,2,3,3.0,,1,2,,{4C3CFCAA-7773-409C-B4BB-D55CA8646E38},0.0,3
3065,94,AF60,A60,Portal Américas,Calle 76 - San Felipe,Calle 80,-,8,2,24.25378592,No Aplica,,A60,4.0,8,04:30 - 21:30,04:30 - 21:30,04:00 - 22:00,1,2.0,,1,1,3.0,,4,1,,{4CBE71D7-2855-4350-9875-2A64C56E9EFD},17.0,2
3066,HHH,HL602,Galicia - Los Laches,Los Laches,Galicia,Usme/ Ciudad Bolivar,5/08/2024,19,3,27.411212,Etib - Bo,3682.0,H602-2,0.0,10,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{4CFD6799-40FC-49E4-8357-B3FD2DC74987},19.0,2
3067,KKK,BK903,Verbenal - Aeropuerto,Verbenal,Aeropuerto,Calle 26,6/05/2022,1,9,33.18611884,Consorcio Express N,4142.0,K903-1,6.0,1,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{4D1983A9-A0E3-4DD2-830D-4825D6C7719F},19.0,0
3068,KKK,LK803,Gaviotas - Terminal Salitre,Gaviotas,Terminal Salitre,Calle 26,12/07/2021,4,9,22.29549007,Consorcio Express D,3215.0,K803-1,6.0,13,03:00-21:00,03:00-21:00,03:00-21:00,1,4.0,,2,3,3.0,,1,2,,{4D463954-95F9-4AB5-87A3-787679CD4278},18.0,2
3069,BBB,CB138,Bilbao - Cedritos,Bilbao,Cedritos,Usaquen,29/01/2024,11,1,16.46614777,Emasivo 16,3890.0,B138-1,1.0,3,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{4D4F7E8B-A836-4673-9D93-D2048F935C00},18.0,1
3070,HHH,HH622,Fiscala Alta - Sevillana,Fiscala Alta,Sevillana,Usme/ Ciudad Bolivar,4/03/2024,5,6,12.73018144,Etib - Bo,4483.0,H622-1,10.0,12,04:30 - 23:00,04:30 - 23:00,04:30 - 23:00,1,4.0,,2,3,3.0,,1,2,,{4D8AD171-BA68-4955-8883-DFF8D9F9716A},18.5,1
3071,52,CG30,C30,Portal Sur - Jfk Coop. F,Portal Suba,Suba,-,7,11,27.55357869,No Aplica,,C30,3.0,9,5:00-9:00/15:00-20:0,05:00 - 15:00,0,1,2.0,,1,1,2.0,,2,1,,{4E757A01-BD69-47FB-B80D-5214F2F91FE6},9.0,2
3072,FFF,FF407,Est. Banderas - La Magdalena,La Magdalena,Banderas,Americas,13/12/2021,8,8,11.80631882,Este Es Mi Bus - Tz,4249.0,F407-3,7.0,7,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{4EB14206-36B9-4AA8-8FFB-3BC5DC195D47},19.0,1
3073,BBB,BB908,Est. Pepe Sierra,Pepe Sierra,Hacienda Santa Barbara,Usaquen,19/04/2021,1,1,6.4969641,Consorcio Express N,3738.0,B908-3,1.0,1,05:00-21:00,05:00-21:00,05:00-21:00,1,3.0,,2,3,3.0,,1,2,,{4EB2A046-9157-47B3-8DEC-5F002369B33F},16.0,1
3074,112,MK86,M86Cv,Aeropuerto El Dorado,Hacienda Santa Barbara,Usaquen,-,9,1,21.45106046,No Aplica,,M86CV,0.0,6,0,0,05:30 - 14:00,1,3.0,,1,2,4.0,,1,1,,{4EE2B2A4-B3CA-422C-8DD3-CB1A01827A03},0.0,3
3075,AAA,BA900,La Estrellita - Galerias,La Estrellita,Galerias,Neutra,27/02/2023,1,13,23.64204998,Consorcio Express N,4201.0,A900-1,0.0,1,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{4EFAB3DD-CBDA-4054-A6F7-1E99712343AA},18.0,2
3076,COM,19-2,Colina,Alcala,Colina,Complementaria,-,11,11,4.53783017,Masivo Capital - So,2860.0,19-2c,2.0,2,05:00-21:00,05:00-21:00,05:00-21:00,1,4.0,,2,5,3.0,,1,2,,{4F441604-B443-4B0F-84BA-90A6992C3F6E},16.0,1
3077,CHA,E25,Engativa Centro - Lourdes,Engativa Centro,Lourdes,Chapinero,22/07/2024,10,2,31.46422825,Gmovil - E,4193.0,E25-3,0.0,5,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{4FB165A9-EDC5-4046-97A7-C1D42E25EEB5},19.0,2
3078,SCR,P24,San Blas - Bosa San Jose,Bosa San Jose,San Blas,San Cristobal,21/02/2014,7,4,20.16167314,Etib - Bo,3307.0,P24-2,13.0,9,03:30-23:00,03:30-23:00,03:30-23:00,1,4.0,,2,3,3.0,,1,2,,{4FB821FD-0570-496E-8694-F31EE9C893D0},19.5,2
3079,LLL,GL533,Metrovivienda - Dona Liliana,Metrovivienda,Dona Liliana,San Cristobal,14/08/2023,7,4,28.12651097,Etib - Bo,4472.0,L533-1,13.0,9,03:30-22:30,03:30-22:30,03:30-22:30,1,4.0,,2,3,3.0,,1,2,,{5083C888-2BC2-43A5-9E5F-48F19286FAA2},19.0,2
3080,GGG,GH530,Metrovivienda - Fiscala Alta,Fiscala Alta,Metrovivienda,Bosa,5/06/2023,7,5,23.53073221,Masivo Capital - Ke,4434.0,G530-2,12.0,8,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{508B367E-C665-4ADC-B7AA-60C68D4E4F38},19.0,2
3081,USA,T26r,Palermo Sur - Country Club,Palermo Sur,Country Club,Usaquen,28/10/2024,18,18,7.1806892,Consorcio Express N,3259.0,T26r-3,12.0,12,07:00-13:30,07:00-13:30,07:00-13:30,1,4.0,,2,3,3.0,,1,2,,{50FE68C3-D084-4E54-B2B4-BD9899D74EE3},6.5,3
3082,GGG,GG514,San Jose - Portal Sur,Portal Sur,San Jose,Bosa,-,7,7,5.89366448,Etib - Bo,3905.0,G514-1,9.0,9,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,3,3.0,,1,2,,{5128838F-E7E6-4876-AB07-1C9EFE1C503A},0.0,3
3083,KKK,KB303,Hb-Fontibon - Unicentro,Unicentro,Hb-Fontibon,Calle 26,4/06/2024,9,1,26.87273266,E-Somos Fontibon,4173.0,K303-2,1.0,6,04:00-00:00,04:00-00:00,04:00-00:00,1,3.0,,2,3,3.0,,1,2,,{516F3F23-4CA7-454D-973A-B78BC0AE8A5C},20.0,2
3084,CEN,193B,Bachue - Marly,Bachue,Marly,Centro,20/07/2013,10,13,35.85781786,Este Es Mi Bus - Co,3354.0,193B-3,0.0,4,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{518EB0E2-CF23-4368-83EE-5E10CC0AFC77},18.0,0
3085,SCR,T27,Estacion Av. 1 Mayo -  Bello Horizonte,Av 1 Mayo,Bello Horizonte,San Cristobal,29/05/2015,4,4,6.95782465,Consorcio Express D,3141.0,T27-3,13.0,13,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{52D062C0-362A-4061-A73B-8A7FA64C081C},19.0,1
3086,HHH,HA610,Paraiso - Chico Norte,Chico Norte,Paraiso,Usme/ Ciudad Bolivar,9/11/2020,19,2,28.14750709,Suma - Bc,3047.0,H610-2,1.0,11,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{52E3722D-E978-4CBD-8A28-14F92A21EEA9},18.0,2
3087,KKK,KC315,Puente Grande - Suba Lisboa,Suba Lisboa,Puente Grande,Calle 26,24/02/2025,9,11,27.55152603,Gran Americas Fontibon I,3895.0,K315-2,3.0,6,03:00-23:00,03:00-23:00,03:00-23:00,1,4.0,,2,3,3.0,,1,2,,{52FDFF5F-DEC8-4D9B-AF0C-DFC429E533DF},20.0,2
3088,CBO,T04,Potosi - Portal Sur,Portal Sur,Potosi,Ciudad Bolivar,22/11/2021,19,19,8.9497315,Odt La Rolita,3977.0,T04-3,10.0,10,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{5398DD96-AB13-4C53-8730-CD28EA1418CC},19.0,1
3089,LLL,LA809,Santa Rita S.O. - Marly,Marly,Santa Rita S.O.,San Cristobal,6/09/2021,4,2,15.31231442,Consorcio Express D,3912.0,L809-2,0.0,13,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{54125F62-8B7F-440B-B508-46AA32B14A82},17.0,1
3090,BBB,BK314,Fontibon Refugio - El Codito,Fontibon Refugio,El Codito,Usaquen,15/01/2023,9,1,33.16826953,Consorcio Express N,3986.0,B314-1,1.0,6,03:30-22:00,-,-,1,4.0,,2,3,1.0,,1,2,,{54384ED7-1291-403D-B740-535078202B25},18.5,0
3091,USA,344,Tibabuyes - Canton Norte,Tibabuyes,Canton Norte,Usaquen,23/07/2022,1,11,37.75857688,Consorcio Express N,4174.0,344-3,3.0,1,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{54464501-8230-4733-8F97-4FFC5ED31FB3},19.0,0
3092,BOS,T62,Metrovivienda - Casablanca,Casablanca,Metrovivienda,Bosa,20/08/2024,7,11,37.3013745,Masivo Capital - Ke,4402.0,T62-2,2.0,8,04:00-22:00,04:00-22:00,04:00-22:00,,4.0,,2,3,3.0,,1,2,,{544A32A3-98DF-4FDB-AE51-81CD648CB9F7},18.0,0
3093,HHH,KH322,Fontibon Brisas - Cerros De Oriente,Fontibon Brisas,Cerros De Oriente,Usme/ Ciudad Bolivar,10/03/2025,18,9,,Mueve Fontibon,4051.0,H322-2,6.0,12,03:30-22:00,03:30-22:00,03:30-22:00,1,3.0,,2,3,3.0,,1,2,,{544D17CE-D01E-4D8C-A916-5879F6C74854},18.5,1
3094,118,BD55,B55,Portal 80,Toberin - Foundever,Usaquen,-,10,1,16.54923206,No Aplica,,B55,1.0,4,05:00 - 08:30,0,0,1,1.0,,1,1,1.0,,3,1,,{5474B2E1-03F1-4227-9728-CBA2CB400A79},3.5,3
3095,KKK,KK300,Puente Grande,Portal El Dorado,Puente Grande,Calle 26,27/09/2021,9,9,16.79279688,Gran Americas Fontibon I,3636.0,K300-3,6.0,6,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,4.0,,2,3,3.0,,1,2,,{5492E9DA-4A89-4D8B-8840-3CCF3A7F377B},0.0,3
3096,KKK,KK301,La Felicidad,Est. El Tiempo,La Felicidad,Calle 26,26/12/2020,9,9,14.29964696,Gran Americas Fontibon I,3941.0,K301-3,6.0,6,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,4.0,,2,3,3.0,,1,2,,{54A12A99-D500-4D3F-84E7-FC83F96E0A66},0.0,3
3097,GGG,GH521,San Bernardino - Usme Chiguaza,Usme Chiguaza,San Bernardino,Bosa,19/10/2021,5,7,32.81010596,Etib - Bo,4426.0,G521-1,9.0,12,03:00-22:15,03:00-22:15,03:00-22:15,1,4.0,,2,3,3.0,,1,2,,{54B0E93D-23C7-43F5-B651-7430FC00DCE9},19.25,0
3098,DDD,HD717,Usme Centro - Bonanza,Usme Centro,Bonanza,Engativa / Calle 80,5/12/2022,5,10,28.37437631,Mueve Usme,4207.0,D717-1,4.0,12,03:30-22:00,03:30-22:00,03:30-22:00,1,3.0,,2,3,3.0,,1,2,,{54FB400A-AEDE-4326-9AF7-B97855789916},18.5,2
3099,LLL,CL155,Suba Gaitana - Gaviotas,Suba Gaitana,Gaviotas,San Cristobal,5/11/2024,11,4,39.33012494,Consorcio Express N,4180.0,L155-1,13.0,3,03:00 - 20:00 - 03:40 - 21:50,03:00 - 20:00 - 03:40 - 21:50,03:00 - 20:00 - 03:40 - 21:50,1,4.0,,2,3,3.0,,1,2,,{55D8F989-B836-44E1-8B90-B674659BD0E0},17.0,0
3100,CEN,C29,Bos San Diego - Centro,Bosa San Diego,Centro,Centro,30/10/2013,7,3,21.70150689,Etib - Bo,3308.0,C29-1,0.0,9,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{56508D99-A49F-4CFB-A5BE-3FA53A735D0D},17.0,2
3101,CEN,142,Engativa - Centro,Engativa,Centro,Centro,31/05/2013,10,14,40.50627565,Gmovil - E,3473.0,142-3,0.0,5,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{568DF3D8-A4E7-48DF-BFE5-F31EA0EC8242},18.0,0
3102,AAA,CA151,Tibabuyes - Centro,Tibabuyes,Centro,Neutra,23/07/2022,11,3,25.7253954,Emasivo 16,3886.0,A151-1,0.0,3,04:30-21:30,04:30-21:30,04:30-21:30,1,3.0,,2,3,3.0,,1,2,,{56948BA1-A191-4F24-8AC6-08B55706DD64},17.0,2
3103,86,DH20,D20,Portal Usme,Portal 80,Calle 80,-,5,10,26.54669535,No Aplica,,D20,4.0,12,05:00 - 22:00,06:00 - 20:00,0,1,2.0,,1,1,2.0,,1,1,,{56D134D0-0FB9-4D32-A665-8F8C5AE9BA80},17.0,2
3104,120,FJ23,J23B,Banderas,Las Aguas - Centro Colom,Neutra,-,8,14,10.64461546,No Aplica,,J23B,0.0,8,05:30 - 07:45,0,0,1,2.0,,1,1,1.0,,3,1,,{56FE3E2F-0C81-4B45-B021-0C660B17D376},2.25,3
3105,80,BG11,G11,Terminal,Portal Sur - Jfk Coop. F,Soacha,-,1,7,30.53421534,No Aplica,,G11,9.0,1,06:00 - 22:00,06:30 - 22:00,0,1,2.0,,1,1,2.0,,1,1,,{570AC365-D1AC-403E-B488-0F870D9E6F86},16.0,2
3106,ALI,1-7,Quirigua,Portal 80,Quirigua,Alimentadora,-,10,10,5.00006787,Este Es Mi Bus - Co,3350.0,1-7a,4.0,4,04:30:00 - 24:30:00,04:30:00 - 24:30:00,04:30:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{574FD2C7-83D0-4DDC-9AA3-5832E0965094},0.0,3
3107,PER,621,Bachue - Santo Domingo,Bachue,Santo Domingo,Perdomo,27/12/2012,10,19,36.40502159,Este Es Mi Bus - Co,3352.0,621-1,10.0,4,03:00-23:00,03:00-23:00,03:00-23:00,1,4.0,,2,3,3.0,,1,2,,{586EB92E-A63B-4213-898C-A8DC238F6FFF},20.0,0
3108,LLL,GL508,Bosa Santafe - Est. Av. 1 Mayo,Bosa Santafe,Est. Av. 1 Mayo,San Cristobal,14/08/2023,7,4,18.49665657,Masivo Capital - Ke,4392.0,L508-1,13.0,8,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{58C862B5-DA23-496D-87E9-087C1FAE29CC},19.0,2
3109,LLL,LG816,Dona Liliana - Villa Del Rio,Villa Del Rio,Dona Liliana,San Cristobal,10/03/2025,7,5,,Consorcio Express D,4140.0,L816-2,9.0,13,03:30-22:00,03:30-22:00,03:30-22:00,Operativa,4.0,,2,3,3.0,,1,2,,{593BEF5B-978B-4FCF-91B6-99F96FA246B4},18.5,1
3110,HHH,HA704,El Uval - Germania,El Uval,Germania,Usme/ Ciudad Bolivar,16/01/2021,5,3,26.71981549,Gran Americas Usme,3608.0,H704-2,0.0,12,04:00-00:00,04:00-00:00,04:00-00:00,1,3.0,,2,3,3.0,,1,2,,{59C8A93A-8669-41CF-9B7A-B5C5F98B6217},20.0,2
3111,117,BD55,D55,Toberin - Foundever,Portal 80,Calle 80,-,1,10,18.092932,No Aplica,,D55,4.0,1,15:00 - 20:00,0,0,1,1.0,,1,1,1.0,,4,1,,{5A2BCAD9-3ED8-47DB-8452-6F10201F42E7},5.0,3
3112,ALI,16-8,Zona Franca,Portal El Dorado,Zona Franca,Alimentadora,-,9,9,15.14696362,Gran Americas Fontibon I,3416.0,16-8a,6.0,6,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{5A569F68-5C14-497D-895E-1732BBF13EC9},0.0,3
3113,ALI,16-10,Villemar,Portal El Dorado,Villemar,Alimentadora,-,9,9,9.5069878,Gran Americas Fontibon I,3026.0,16-10a,6.0,6,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{5AB0BBF4-04F8-4D38-8FCE-38D19252E2FF},0.0,3
